loss_domain,gain_domain,replaced_domain,delta_log_excess_loss_per_unit_share,interpretation
metric/the_pile_arxiv_val_loss,arxiv,freelaw,-28.284271247344858,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,arxiv,uspto_backgrounds,1.1732045813407455,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,nih_exporter,10.645674484572915,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,pubmed_central,3.534497860292395,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,wikipedia_en,0.40267910355525527,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,dm_mathematics,0.08731854389863924,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,github,-0.2021966747163737,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,philpapers,1.6363118328278965,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,stackexchange,-0.05777354902725307,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,enron_emails,-0.7286722603344362,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,gutenberg_pg_19,0.11498223366432336,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,pile_cc,0.49639082274749224,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,ubuntu_irc,0.2544585754272015,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,europarl,0.2274845422705183,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,hackernews,-0.6286954132818661,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,pubmed_abstracts,19.728406855888664,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,freelaw,uspto_backgrounds,1.296137170659731,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,nih_exporter,pubmed_central,-7.111176624280519,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,nih_exporter,wikipedia_en,-10.242995381017659,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,nih_exporter,dm_mathematics,-10.558355940674275,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,nih_exporter,github,-10.847871159289287,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,nih_exporter,philpapers,-9.009362651745018,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,nih_exporter,stackexchange,-10.703448033600168,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,nih_exporter,enron_emails,-11.374346744907351,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,nih_exporter,gutenberg_pg_19,-10.53069225090859,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,nih_exporter,pile_cc,-10.149283661825422,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,nih_exporter,ubuntu_irc,-10.391215909145712,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,nih_exporter,europarl,-10.418189942302396,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,nih_exporter,hackernews,-11.27436989785478,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,nih_exporter,pubmed_abstracts,9.08273237131575,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,nih_exporter,uspto_backgrounds,-9.349537313913183,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pubmed_central,wikipedia_en,-3.1318187567371396,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pubmed_central,dm_mathematics,-3.447179316393756,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pubmed_central,github,-3.736694535008769,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pubmed_central,philpapers,-1.8981860274644986,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pubmed_central,stackexchange,-3.592271409319648,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pubmed_central,enron_emails,-4.263170120626832,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pubmed_central,gutenberg_pg_19,-3.4195156266280717,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pubmed_central,pile_cc,-3.038107037544903,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pubmed_central,ubuntu_irc,-3.2800392848651936,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pubmed_central,europarl,-3.307013318021877,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pubmed_central,hackernews,-4.163193273574262,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pubmed_central,pubmed_abstracts,16.193908995596267,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pubmed_central,uspto_backgrounds,-2.238360689632664,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,wikipedia_en,dm_mathematics,-0.315360559656616,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,wikipedia_en,github,-0.604875778271629,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,wikipedia_en,philpapers,1.233632729272641,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,wikipedia_en,stackexchange,-0.46045265258250834,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,wikipedia_en,enron_emails,-1.1313513638896915,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,wikipedia_en,gutenberg_pg_19,-0.2876968698909319,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,wikipedia_en,pile_cc,0.09371171919223698,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,wikipedia_en,ubuntu_irc,-0.14822052812805375,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,wikipedia_en,europarl,-0.17519456128473698,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,wikipedia_en,hackernews,-1.0313745168371213,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,wikipedia_en,pubmed_abstracts,19.32572775233341,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,wikipedia_en,uspto_backgrounds,0.8934580671044757,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,dm_mathematics,github,-0.28951521861501295,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,dm_mathematics,philpapers,1.5489932889292573,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,dm_mathematics,stackexchange,-0.1450920929258923,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,dm_mathematics,enron_emails,-0.8159908042330755,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,dm_mathematics,gutenberg_pg_19,0.02766368976568412,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,dm_mathematics,pile_cc,0.409072278848853,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,dm_mathematics,ubuntu_irc,0.16714003152856227,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,dm_mathematics,europarl,0.14016599837187904,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,dm_mathematics,hackernews,-0.7160139571805053,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,dm_mathematics,pubmed_abstracts,19.641088311990025,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,dm_mathematics,uspto_backgrounds,1.2088186267610919,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,github,philpapers,1.8385085075442702,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,github,stackexchange,0.14442312568912063,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,github,enron_emails,-0.5264755856180625,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,github,gutenberg_pg_19,0.31717890838069707,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,github,pile_cc,0.698587497463866,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,github,ubuntu_irc,0.4566552501435752,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,github,europarl,0.429681216986892,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,github,hackernews,-0.42649873856549236,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,github,pubmed_abstracts,19.930603530605037,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,github,uspto_backgrounds,1.4983338453761048,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,philpapers,stackexchange,-1.6940853818551496,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,philpapers,enron_emails,-2.3649840931623327,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,philpapers,gutenberg_pg_19,-1.5213295991635731,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,philpapers,pile_cc,-1.1399210100804043,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,philpapers,ubuntu_irc,-1.381853257400695,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,philpapers,europarl,-1.4088272905573782,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,philpapers,hackernews,-2.2650072461097626,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,philpapers,pubmed_abstracts,18.092095023060768,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,philpapers,uspto_backgrounds,-0.3401746621681654,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,stackexchange,enron_emails,-0.6708987113071831,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,stackexchange,gutenberg_pg_19,0.17275578269157643,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,stackexchange,pile_cc,0.5541643717747453,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,stackexchange,ubuntu_irc,0.3122321244544546,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,stackexchange,europarl,0.28525809129777135,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,stackexchange,hackernews,-0.570921864254613,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,stackexchange,pubmed_abstracts,19.786180404915918,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,stackexchange,uspto_backgrounds,1.3539107196869842,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,enron_emails,gutenberg_pg_19,0.8436544939987596,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,enron_emails,pile_cc,1.2250630830819285,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,enron_emails,ubuntu_irc,0.9831308357616377,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,enron_emails,europarl,0.9561568026049545,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,enron_emails,hackernews,0.09997684705257015,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,enron_emails,pubmed_abstracts,20.4570791162231,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,enron_emails,uspto_backgrounds,2.0248094309941673,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,gutenberg_pg_19,pile_cc,0.3814085890831689,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,gutenberg_pg_19,ubuntu_irc,0.13947634176287815,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,gutenberg_pg_19,europarl,0.11250230860619492,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,gutenberg_pg_19,hackernews,-0.7436776469461894,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,gutenberg_pg_19,pubmed_abstracts,19.61342462222434,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,gutenberg_pg_19,uspto_backgrounds,1.1811549369954077,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pile_cc,ubuntu_irc,-0.24193224732029073,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pile_cc,europarl,-0.26890628047697396,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pile_cc,hackernews,-1.1250862360293583,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pile_cc,pubmed_abstracts,19.23201603314117,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pile_cc,uspto_backgrounds,0.7997463479122388,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,ubuntu_irc,europarl,-0.02697403315668323,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,ubuntu_irc,hackernews,-0.8831539887090676,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,ubuntu_irc,pubmed_abstracts,19.473948280461464,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,ubuntu_irc,uspto_backgrounds,1.0416785952325296,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,europarl,hackernews,-0.8561799555523844,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,europarl,pubmed_abstracts,19.500922313618148,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,europarl,uspto_backgrounds,1.0686526283892128,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,hackernews,pubmed_abstracts,20.35710226917053,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,hackernews,uspto_backgrounds,1.9248325839415972,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_abstracts_val_loss,pubmed_abstracts,uspto_backgrounds,-18.432269685228935,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,freelaw,-0.47802334639018906,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,nih_exporter,4.115540272761898,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,pubmed_central,24.30651640970863,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,wikipedia_en,-0.15844299713690924,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,dm_mathematics,0.06392798299117719,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,github,-0.4656938973075919,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,philpapers,0.374119926064409,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,stackexchange,-0.29213808317100765,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,enron_emails,-0.7480805802737753,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,gutenberg_pg_19,-0.2909104525513213,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,pile_cc,-0.3137034308579838,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,ubuntu_irc,0.30581257591471567,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,europarl,0.7140535277858915,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,hackernews,-0.2817489030331739,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,pubmed_abstracts,0.9912393463226601,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,arxiv,uspto_backgrounds,0.08043204110921076,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,nih_exporter,4.5935636191520866,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,pubmed_central,24.78453975609882,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,wikipedia_en,0.3195803492532798,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,dm_mathematics,0.5419513293813663,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,github,0.012329449082597144,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,philpapers,0.8521432724545981,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,stackexchange,0.18588526321918142,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,enron_emails,-0.27005723388358627,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,gutenberg_pg_19,0.18711289383886776,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,pile_cc,0.16431991553220526,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,ubuntu_irc,0.7838359223049047,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,europarl,1.1920768741760805,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,hackernews,0.19627444335701516,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,pubmed_abstracts,1.4692626927128491,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,freelaw,uspto_backgrounds,0.5584553874993998,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,nih_exporter,pubmed_central,20.190976136946734,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,nih_exporter,wikipedia_en,-4.273983269898807,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,nih_exporter,dm_mathematics,-4.05161228977072,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,nih_exporter,github,-4.581234170069489,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,nih_exporter,philpapers,-3.7414203466974882,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,nih_exporter,stackexchange,-4.407678355932905,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,nih_exporter,enron_emails,-4.863620853035673,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,nih_exporter,gutenberg_pg_19,-4.406450725313219,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,nih_exporter,pile_cc,-4.429243703619881,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,nih_exporter,ubuntu_irc,-3.809727696847182,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,nih_exporter,europarl,-3.401486744976006,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,nih_exporter,hackernews,-4.397289175795072,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,nih_exporter,pubmed_abstracts,-3.124300926439237,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,nih_exporter,uspto_backgrounds,-4.0351082316526865,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,pubmed_central,wikipedia_en,-24.46495940684554,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,pubmed_central,dm_mathematics,-24.242588426717454,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,pubmed_central,github,-24.772210307016223,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,pubmed_central,philpapers,-23.932396483644222,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,pubmed_central,stackexchange,-24.59865449287964,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,pubmed_central,enron_emails,-25.054596989982407,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,pubmed_central,gutenberg_pg_19,-24.59742686225995,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,pubmed_central,pile_cc,-24.620219840566616,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,pubmed_central,ubuntu_irc,-24.000703833793914,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,pubmed_central,europarl,-23.59246288192274,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,pubmed_central,hackernews,-24.588265312741804,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,pubmed_central,pubmed_abstracts,-23.31527706338597,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,pubmed_central,uspto_backgrounds,-24.22608436859942,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,wikipedia_en,dm_mathematics,0.22237098012808643,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,wikipedia_en,github,-0.3072509001706827,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,wikipedia_en,philpapers,0.5325629232013183,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,wikipedia_en,stackexchange,-0.1336950860340984,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,wikipedia_en,enron_emails,-0.5896375831368661,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,wikipedia_en,gutenberg_pg_19,-0.13246745541441207,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,wikipedia_en,pile_cc,-0.15526043372107456,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,wikipedia_en,ubuntu_irc,0.4642555730516249,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,wikipedia_en,europarl,0.8724965249228007,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,wikipedia_en,hackernews,-0.12330590589626467,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,wikipedia_en,pubmed_abstracts,1.1496823434595693,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,wikipedia_en,uspto_backgrounds,0.23887503824612,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,dm_mathematics,github,-0.5296218802987691,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,dm_mathematics,philpapers,0.31019194307323184,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,dm_mathematics,stackexchange,-0.35606606616218484,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,dm_mathematics,enron_emails,-0.8120085632649525,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,dm_mathematics,gutenberg_pg_19,-0.3548384355424985,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,dm_mathematics,pile_cc,-0.377631413849161,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,dm_mathematics,ubuntu_irc,0.24188459292353848,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,dm_mathematics,europarl,0.6501255447947143,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_pubmed_central_val_loss,dm_mathematics,hackernews,-0.3456768860243511,increase gain_domain share by replacing replaced_domain share; conditional association
