Model,#Params (B),Submission Date,Hub License,Type,Average ⬆️,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,params_b,average,date,is_pretrained,months,predicted,scale_contribution,time_contribution
frameai/Loxa-4B,4.018,2025-01-14,,🟢 pretrained,17.545787467583636,47.648350820268,18.307902854016177,10.95166163141994,4.4742729306487705,3.873697916666666,20.01883865248227,4.018,17.545787467583636,2025-01-14,True,7.227926078028747,12.181484397808003,0.7693281516483661,0.2170371458407125
google/codegemma-1.1-2b,2.506,2024-08-12,gemma,🟢 pretrained,7.133867903047553,22.936253584932423,7.551225280004151,1.283987915407855,2.0134228187919474,5.9265625,3.0917553191489344,2.506,7.133867903047553,2024-08-12,True,2.135523613963039,10.564054214088564,-0.5068549519729401,-0.12420993425741993
google/flan-t5-base,0.248,2024-08-14,apache-2.0,🟢 pretrained,6.415642124982084,18.907055501624576,11.33769367730488,1.0574018126888218,0.0,3.22265625,3.969045508274229,0.248,6.415642124982084,2024-08-14,True,2.2012320328542097,4.315857678883822,-6.759454675307981,-0.11980674612712144
google/flan-t5-large,0.783,2024-08-14,apache-2.0,🟢 pretrained,9.658122925542836,22.009490374428736,17.510018280067285,1.4350453172205435,0.1118568232662209,9.007031249999999,7.87529550827423,0.783,9.658122925542836,2024-08-14,True,2.2012320328542097,7.4237668349533354,-3.6515455192384665,-0.11980674612712144
google/flan-t5-small,0.077,2024-06-27,apache-2.0,🟢 pretrained,6.129661810537869,15.24255641697363,6.36311196167965,0.7552870090634441,1.45413870246085,10.36979166666667,2.5930851063829774,0.077,6.129661810537869,2024-06-27,True,0.6242299794661191,1.048425444529758,-9.92121039453488,-0.22548326125428506
google/flan-t5-xl,2.85,2024-08-07,apache-2.0,🟢 pretrained,11.70507257989283,22.374189373085635,22.6950558112154,0.7552870090634441,0.3355704697986553,11.328385416666668,12.741947399527188,2.85,11.70507257989283,2024-08-07,True,1.9712525667351128,10.90076522916388,-0.15913596657187748,-0.13521790458316615
google/flan-t5-xl,2.85,2024-08-07,apache-2.0,🟢 pretrained,11.58716743755607,22.06944241279804,22.837587663523298,0.0755287009063444,0.0,11.85390625,12.686539598108748,2.85,11.58716743755607,2024-08-07,True,1.9712525667351128,10.90076522916388,-0.15913596657187748,-0.13521790458316615
google/flan-ul2,19.46,2024-08-07,apache-2.0,🟢 pretrained,13.675998692966036,23.925406809487715,30.02029012567709,0.906344410876133,5.033557046979867,5.577604166666667,16.592789598108748,19.46,13.675998692966036,2024-08-07,True,1.9712525667351128,16.093775376019998,5.033874180284242,-0.13521790458316615
google/gemma-2-27b,27.227,2024-08-24,gemma,🟢 pretrained,23.926167340782825,24.75221301701707,37.390737454186464,16.61631419939577,13.422818791946312,13.921093749999995,37.4538268321513,27.227,23.926167340782825,2024-08-24,True,2.529774127310062,17.03907552688182,5.941747232038529,-0.09779080547562903
google/gemma-2-2b,2.614,2024-07-31,gemma,🟢 pretrained,10.129463155055184,19.931226922343825,11.755807532236112,2.8700906344410875,1.6778523489932915,11.43046875,13.111332742316788,2.614,10.129463155055184,2024-07-31,True,1.7412731006160165,10.651694334298726,-0.39279570298098543,-0.15062906303921084
google/gemma-2-2b,2.614,2024-07-31,gemma,🟢 pretrained,10.359615568466916,20.176021844262117,12.497306228573644,3.0211480362537766,1.6778523489932915,11.267708333333331,13.51765661938534,2.614,10.359615568466916,2024-07-31,True,1.7412731006160165,10.651694334298726,-0.39279570298098543,-0.15062906303921084
google/gemma-2-2b-jpn-it,2.614,2024-10-11,gemma,🟢 pretrained,17.11540570593849,50.77826832803628,18.525626449832732,3.474320241691843,4.697986577181204,7.681510416666669,17.53472222222222,2.614,17.11540570593849,2024-10-11,True,4.1067761806981515,10.810209106989472,-0.39279570298098543,0.007885709651534524
google/gemma-2-9b,9.0,2024-07-11,gemma,🟢 pretrained,21.20528677610069,20.39832089965736,34.09681853589784,13.444108761329304,10.514541387024613,14.29765625,34.48027482269504,9.0,21.20528677610069,2024-07-11,True,1.0841889117043122,13.949776405584212,2.949318249607485,-0.19466094434219566
google/gemma-2b,2.506,2024-06-12,gemma,🟢 pretrained,7.321959810488082,20.375825033134305,8.246263426638125,3.0211480362537766,0.6711409395973182,7.555989583333336,4.061391843971631,2.506,7.321959810488082,2024-06-12,True,0.13141683778234087,10.429756976114462,-0.5068549519729401,-0.25850717223152364
google/gemma-7b,8.538,2024-06-08,gemma,🟢 pretrained,15.442818570272308,26.59321710838353,21.11609932329174,7.401812688821751,4.921700223713646,10.979947916666667,21.644134160756497,8.538,15.442818570272308,2024-06-08,True,0.0,13.734669788847894,2.8068642370210903,-0.26731354849212063
google/recurrentgemma-2b,2.683,2024-06-13,gemma,🟢 pretrained,7.01512699699078,30.170281519701057,4.8203622310347365,2.0392749244712998,0.0,3.1049479166666667,1.9558953900709208,2.683,7.01512699699078,2024-06-13,True,0.16427104722792607,10.616447540811578,-0.3223659813409706,-0.2563055781663744
google/recurrentgemma-9b,9.0,2024-07-04,gemma,🟢 pretrained,13.709460856107864,31.15943474425635,15.323368888997411,6.646525679758309,4.697986577181204,6.599218750000001,17.830230496453904,9.0,13.709460856107864,2024-07-04,True,0.8542094455852156,13.934365247128166,2.949318249607485,-0.21007210279824037
gpt2,0.137,2024-06-26,mit,🟢 pretrained,6.39102973137443,19.34168007553292,2.714297847387736,0.3021148036253776,1.342281879194629,12.985416666666667,1.6603871158392434,0.137,6.39102973137443,2024-06-26,True,0.5913757700205339,2.6037562261482985,-8.363678018851191,-0.2276848553194343
gpt2,0.137,2024-06-26,mit,🟢 pretrained,5.977736928104574,8.333333333333332,9.199754901960786,0.0,0.0,18.33333333333333,0.0,0.137,5.977736928104574,2024-06-26,True,0.5913757700205339,2.6037562261482985,-8.363678018851191,-0.2276848553194343
h2oai/h2o-danube3-4b-base,3.962,2024-08-10,apache-2.0,🟩 continuously pretrained,10.0908487494014,23.380851695722903,10.564444044561542,2.2658610271903323,5.480984340044745,6.526562500000002,12.326388888888888,3.962,10.0908487494014,2024-08-10,True,2.0698151950718686,11.797893498264122,0.7313875203329177,-0.1286131223877184
hon9kon9ize/CantoneseLLMChat-v0.5,6.069,2024-07-07,apache-2.0,🟩 continuously pretrained,15.959800818271107,32.30849701015528,20.761385180655164,4.154078549848943,3.691275167785232,18.13072916666667,16.712839834515364,6.069,15.959800818271107,2024-07-07,True,0.9527720739219713,12.87581606927603,1.8841642895598982,-0.20346732060279266
huggyllama/llama-65b,65.286,2024-06-26,other,🟢 pretrained,13.688031554930518,25.259311958935623,25.254277114598622,3.096676737160121,3.467561521252797,1.9656249999999984,23.084736997635936,65.286,13.688031554930518,2024-06-26,True,0.5913757700205339,19.27333741358668,8.305903168587188,-0.2276848553194343
huu-ontocord/wide_3b_orpo_stage1.1-ss1-orpo3,3.759,2025-03-03,,🟢 pretrained,4.271382904426972,15.05272676498358,2.6258625470390182,0.9818731117824772,1.1185682326621946,4.02265625,1.8266105200945613,3.759,4.271382904426972,2025-03-03,True,8.804928131416839,12.107041471743646,0.5892087104568452,0.3227136609678762
ibm/PowerLM-3b,3.512,2025-01-07,apache-2.0,🟢 pretrained,11.5240792202122,33.21276435413591,12.02206036323482,3.625377643504532,3.355704697986576,5.636458333333335,11.292109929078013,3.512,11.5240792202122,2025-01-07,True,6.997946611909651,11.802222882705859,0.40547779500226716,0.2016259873846678
ibm-granite/granite-3.0-8b-base,8.171,2024-10-20,apache-2.0,🟢 pretrained,21.690924398799496,45.83482936386566,27.974358298982427,10.120845921450153,10.067114093959727,10.450260416666664,25.69813829787234,8.171,21.690924398799496,2024-10-20,True,4.402464065708419,13.910915857600774,2.6880967010439716,0.027700056237877753
ibm-granite/granite-3.1-1b-a400m-base,1.335,2024-12-16,apache-2.0,🟢 pretrained,6.312391508281799,25.194373152125248,6.429845005402345,2.719033232628399,0.2237136465324418,1.7578124999999991,1.549571513002364,1.335,6.312391508281799,2024-12-16,True,6.275154004106776,9.139080995494995,-2.209229022775314,0.15319091795138448
ibm-granite/granite-3.1-2b-base,2.534,2024-12-16,apache-2.0,🟢 pretrained,13.202826259598206,35.216115462528315,16.843689846888516,5.664652567975831,3.691275167785232,3.9049479166666674,13.89627659574468,2.534,13.202826259598206,2024-12-16,True,6.275154004106776,10.871491215376409,-0.4768188028938997,0.15319091795138448
ibm-granite/granite-3.1-3b-a800m-base,3.299,2024-12-16,apache-2.0,🟢 pretrained,10.00105158723934,29.96294276962903,11.905605199489822,4.531722054380665,3.691275167785232,1.1067708333333328,8.807993498817966,3.299,10.00105158723934,2024-12-16,True,6.275154004106776,11.584657033594487,0.23634701532417762,0.15319091795138448
ibm-granite/granite-3.1-8b-base,8.171,2024-12-16,apache-2.0,🟢 pretrained,20.05719991900457,42.21033524381973,26.01958867101177,9.441087613293051,9.50782997762864,8.36197916666667,24.802378841607563,8.171,20.05719991900457,2024-12-16,True,6.275154004106776,14.03640671931428,2.6880967010439716,0.15319091795138448
ibm-granite/granite-7b-base,6.738,2024-06-12,apache-2.0,🟢 pretrained,7.908701929835419,24.142719096441887,9.050800002899097,1.5861027190332326,0.0,3.402864583333334,9.269725177304965,6.738,7.908701929835419,2024-06-12,True,0.13141683778234087,13.103450621917393,2.1668386938299933,-0.25850717223152364
instruction-pretrain/InstructLM-500M,0.5,2024-06-27,apache-2.0,🟢 pretrained,2.8543503197666724,10.27662158627996,2.317053716048478,0.0,0.8948545861297527,2.0695312500000003,1.5680407801418434,0.5,2.8543503197666724,2024-06-27,True,0.6242299794661191,6.105627142921311,-4.864008696143327,-0.22548326125428506
internlm/internlm2-1_8b,8.0,2024-06-12,other,🟢 pretrained,8.748129853272754,21.97702097102355,13.63385796590672,2.114803625377644,0.0,8.226822916666668,6.536273640661936,8.0,8.748129853272754,2024-06-12,True,0.13141683778234087,13.567536059799062,2.6309241317116614,-0.25850717223152364
jebish7/Llama-3-Nanda-10B-Chat,9.985,2025-02-08,,🟢 pretrained,18.064509209714284,29.52831819572069,29.600465622828253,5.589123867069486,6.823266219239373,12.883854166666667,23.96202718676123,9.985,18.064509209714284,2025-02-08,True,8.049281314168377,14.697269708563242,3.230073610774875,0.2720769974694435
jebish7/Llama-3.1-8B-Instruct,8.03,2025-02-06,llama3.1,🟢 pretrained,24.02231249174472,50.58345190760515,29.191619249410262,15.483383685800604,9.50782997762864,8.507291666666667,30.860298463356976,8.03,24.02231249174472,2025-02-06,True,7.983572895277208,14.103835177720217,2.641042268062149,0.2676738093391451
jebish7/Nemotron-4-Mini-Hindi-4B-Base,4.191,2025-02-06,,🟢 pretrained,12.020294543391651,22.848818911599004,14.862755734528111,2.719033232628399,4.4742729306487705,10.51328125,16.703605200945624,4.191,12.020294543391651,2025-02-06,True,7.983572895277208,12.346075813928307,0.8832829042702379,0.2676738093391451
jebish7/Nemotron-4-Mini-Hindi-4B-Instruct,4.191,2025-02-06,,🟢 pretrained,14.629004135847651,33.452572507613134,16.39051081744601,2.8700906344410875,7.829977628635347,9.511458333333332,17.719414893617017,4.191,14.629004135847651,2025-02-06,True,7.983572895277208,12.346075813928307,0.8832829042702379,0.2676738093391451
jebish7/Nemotron-Mini-4B-Instruct,4.191,2025-02-06,,🟢 pretrained,16.90052524850467,37.09202693298226,19.43287640077525,3.2477341389728096,3.467561521252797,18.35651041666667,19.806442080378247,4.191,16.90052524850467,2025-02-06,True,7.983572895277208,12.346075813928307,0.8832829042702379,0.2676738093391451
jebish7/aya-expanse-8b,8.028,2025-02-06,cc-by-nc-4.0,🟢 pretrained,18.10730460297795,37.911408396388246,28.243958088217383,8.157099697885197,4.4742729306487705,6.495312500000001,23.361776004728128,8.028,18.10730460297795,2025-02-06,True,7.983572895277208,14.103161812265089,2.6403689026070207,0.2676738093391451
jebish7/gemma-2-2b-it,2.614,2025-02-06,gemma,🟢 pretrained,12.36333618408293,12.717035244263,20.91911520531148,3.3987915407854987,6.263982102908276,11.82265625,19.05843676122932,2.614,12.36333618408293,2025-02-06,True,7.983572895277208,11.069997206677083,-0.39279570298098543,0.2676738093391451
jebish7/gemma-2-9b-it,9.242,2025-02-06,gemma,🟢 pretrained,21.76298915231794,15.57467519514887,42.41412690099088,8.459214501510575,12.975391498881436,16.23098958333333,34.92353723404255,9.242,21.76298915231794,2025-02-06,True,7.983572895277208,14.483837831433073,3.021044921775004,0.2676738093391451
keeeeenw/MicroLlama,0.305,2024-09-15,apache-2.0,🟢 pretrained,5.266088341806957,19.85376578589254,2.831363636363637,1.1329305135951662,1.45413870246085,4.793229166666666,1.5311022458628842,0.305,5.266088341806957,2024-09-15,True,3.252566735112936,4.945560194232057,-6.200203170044523,-0.04935573604234574
kyutai/helium-1-preview-2b,2.173,2025-01-14,cc-by-4.0,🟢 pretrained,9.329143600411902,26.136096667952145,10.945139672307278,1.3595166163141994,3.803131991051453,4.036458333333333,9.694518321513002,2.173,9.329143600411902,2025-01-14,True,7.227926078028747,10.519877671021293,-0.8922785751383432,0.2170371458407125
macadeliccc/magistrate-3.2-3b-base,3.213,2024-10-01,llama3.2,🟩 continuously pretrained,6.046097363125316,11.59301763764589,6.910280939116192,1.1329305135951662,1.45413870246085,7.532552083333333,7.65366430260047,3.213,6.046097363125316,2024-10-01,True,3.7782340862423,11.345932039784781,0.16494317046581508,-0.014130230999957862
meta-llama/Llama-2-13b-hf,13.016,2024-06-12,llama2,🟢 pretrained,11.065185981273997,24.82468738502728,17.222559825058127,1.5105740181268883,4.138702460850116,3.385416666666666,15.309175531914892,13.016,11.065185981273997,2024-06-12,True,0.13141683778234087,14.883298220320501,3.9466862922331,-0.25850717223152364
meta-llama/Llama-2-70b-hf,68.977,2024-06-12,llama2,🟢 pretrained,18.372598605703004,24.06780675274937,35.900061863721675,3.2477341389728096,7.046979865771815,9.777604166666668,30.1954048463357,68.977,18.372598605703004,2024-06-12,True,0.13141683778234087,19.3911803337088,8.454568405621401,-0.25850717223152364
meta-llama/Llama-2-7b-chat-hf,6.738,2024-08-30,llama2,🟢 pretrained,9.609483264152257,39.86478100329349,4.459171645959485,1.9637462235649543,0.4474272930648763,3.27734375,7.644429669030731,6.738,9.609483264152257,2024-08-30,True,2.726899383983573,13.277376553064181,2.1668386938299933,-0.0845812410847336
meta-llama/Llama-2-7b-hf,6.738,2024-06-12,llama2,🟢 pretrained,8.806357596540016,25.18938638368418,10.35141665784897,1.7371601208459215,2.2371364653243813,3.7578125,9.56523345153664,6.738,8.806357596540016,2024-06-12,True,0.13141683778234087,13.103450621917393,2.1668386938299933,-0.25850717223152364
meta-llama/Llama-3.1-70B,70.554,2024-07-23,llama3.1,🟢 pretrained,26.200215843375947,16.843752354862875,46.39941295581887,18.42900302114804,18.34451901565996,16.581770833333337,40.602836879432616,70.554,26.200215843375947,2024-07-23,True,1.4784394250513346,19.542552803636664,8.515675518878146,-0.16824181556040477
meta-llama/Llama-3.1-8B-Instruct,8.03,2025-02-06,llama3.1,🟢 pretrained,23.763729445470883,49.217077354752064,29.379192497334035,15.55891238670695,8.7248322147651,8.611197916666667,31.091164302600465,8.03,23.763729445470883,2025-02-06,True,7.983572895277208,14.103835177720217,2.641042268062149,0.2676738093391451
meta-llama/Llama-3.2-1B,1.24,2024-09-23,llama3.2,🟢 pretrained,4.195140014045501,14.7779004153424,4.366029656556756,1.2084592145015105,0.0,2.5578125000000003,2.2606382978723394,1.24,4.195140014045501,2024-09-23,True,3.515400410677618,8.754595217062313,-2.4087808997354587,-0.031742983521151784
meta-llama/Llama-3.2-3B,3.213,2024-09-27,llama3.2,🟢 pretrained,8.697822716562822,13.374069690643047,14.232664884364109,1.8882175226586104,2.348993288590602,3.81484375,16.528147163120565,3.213,8.697822716562822,2024-09-27,True,3.646817248459959,11.337125663524185,0.16494317046581508,-0.02293660726055484
meta-llama/Meta-Llama-3-70B,70.554,2024-06-12,llama3,🟢 pretrained,26.705350171613343,16.031906452656727,48.709812647505885,18.580060422960727,19.686800894854585,16.011197916666664,41.21232269503546,70.554,26.705350171613343,2024-06-12,True,0.13141683778234087,19.452287446965546,8.515675518878146,-0.25850717223152364
meta-llama/Meta-Llama-3-8B,8.03,2024-06-12,llama3,🟢 pretrained,13.626857071686077,14.550614591506092,24.50076379676797,4.531722054380665,7.38255033557047,6.242447916666666,24.553043735224584,8.03,13.626857071686077,2024-06-12,True,0.13141683778234087,13.577654196149549,2.641042268062149,-0.25850717223152364
microsoft/phi-1,1.418,2024-06-13,mit,🟢 pretrained,5.574318195377169,20.6805719934219,4.273999212214679,0.9818731117824772,2.0134228187919474,3.697135416666667,1.798906619385342,1.418,5.574318195377169,2024-06-13,True,0.16427104722792607,8.892632623342116,-2.0461808988104333,-0.2563055781663744
microsoft/phi-1_5,1.418,2024-06-09,mit,🟢 pretrained,7.170966845799231,20.32839532440591,7.468938770070243,1.812688821752266,2.348993288590602,3.385416666666666,7.681368203309693,1.418,7.170966845799231,2024-06-09,True,0.03285420944558522,8.883826247081519,-2.0461808988104333,-0.2651119544269714
microsoft/phi-2,2.78,2024-06-09,mit,🟢 pretrained,15.5342915582149,27.3875539125077,28.038519293439304,2.9456193353474323,2.9082774049217,13.83697916666666,18.088800236406616,2.78,15.5342915582149,2024-06-09,True,0.03285420944558522,10.703647184983737,-0.22635996090821403,-0.2651119544269714
microsoft/phi-4,14.66,2025-01-08,mit,🟢 pretrained,29.48341679122318,4.878500157360248,52.57567157258284,27.870090634441087,20.134228187919465,23.71927083333333,47.722739361702125,14.66,29.48341679122318,2025-01-08,True,7.030800821355236,15.667163619929024,4.2682169381602835,0.20382758144981708
mistral-community/Mistral-7B-v0.2,7.242,2024-06-12,apache-2.0,🟢 pretrained,14.215362442692104,22.663976028050016,23.950865383029598,3.0211480362537766,5.592841163310966,8.363802083333333,21.699541962174944,7.242,14.215362442692104,2024-06-12,True,0.13141683778234087,13.29844581778302,2.361833889695617,-0.25850717223152364
mistral-community/mixtral-8x22B-v0.3,140.63,2024-06-13,apache-2.0,🟢 pretrained,25.80199472534573,25.82636293922349,45.73104089763324,18.35347432024169,17.00223713646532,7.462239583333335,40.4366134751773,140.63,25.80199472534573,2024-06-13,True,0.16427104722792607,21.319049590565893,10.38023606841334,-0.2563055781663744
mistralai/Codestral-22B-v0.1,22.247,2024-09-28,other,🟢 pretrained,23.27991740686463,57.71752283939946,30.737634411945635,10.045317220543806,6.487695749440718,10.738541666666668,23.95279255319149,22.247,23.27991740686463,2024-09-28,True,3.679671457905544,16.57007444863264,5.39569036150912,-0.020735013195405595
mistralai/Mistral-7B-v0.1,7.242,2024-06-12,apache-2.0,🟢 pretrained,14.575358924083137,23.855481234236272,22.0182553990746,2.9456193353474323,5.592841163310966,10.675520833333335,22.36443557919621,7.242,14.575358924083137,2024-06-12,True,0.13141683778234087,13.29844581778302,2.361833889695617,-0.25850717223152364
mistralai/Mistral-7B-v0.3,7.248,2024-06-12,apache-2.0,🟢 pretrained,14.229760590840252,22.663976028050016,24.03725427191849,3.0211480362537766,5.592841163310966,8.363802083333333,21.699541962174944,7.248,14.229760590840252,2024-06-12,True,0.13141683778234087,13.300684514064702,2.3640725859773024,-0.25850717223152364
mistralai/Mistral-Nemo-Base-2407,11.58,2024-07-19,apache-2.0,🟢 pretrained,15.239356042755924,16.299197241098064,29.374736440966878,5.966767371601208,5.8165548098434,6.516927083333336,27.46195330969267,11.58,15.239356042755924,2024-07-19,True,1.3470225872689938,14.648750403777877,3.6306794952799533,-0.17704819182100173
mistralai/Mistral-Small-24B-Base-2501,23.572,2025-01-30,apache-2.0,🟢 pretrained,27.195130187978368,16.723848278124265,48.53757597081616,19.71299093655589,18.34451901565996,10.891666666666667,48.96018026004729,23.572,27.195130187978368,2025-01-30,True,7.753593429158111,16.999460198804723,5.5520784476027,0.2522626508831004
mistralai/Mixtral-8x22B-v0.1,140.621,2024-06-12,apache-2.0,🟢 pretrained,25.74093627522265,25.82636293922349,45.58840384342722,18.35347432024169,16.778523489932887,7.462239583333335,40.4366134751773,140.621,25.74093627522265,2024-06-12,True,0.13141683778234087,21.316674990677054,10.380063062589654,-0.25850717223152364
mistralai/Mixtral-8x7B-v0.1,46.703,2024-08-20,apache-2.0,🟢 pretrained,19.56528101279984,24.152692633324023,30.294194918961484,10.196374622356496,8.501118568232664,12.58359375,31.663711583924343,46.703,19.56528101279984,2024-08-20,True,2.3983572895277208,18.48892772603678,7.400405807454081,-0.10659718173622601
mosaicml/mpt-7b,7.0,2024-06-08,apache-2.0,🟢 pretrained,6.032029339143736,21.51990053059216,6.550600790794161,1.5861027190332326,1.342281879194629,2.904947916666668,2.288342198581559,7.0,6.032029339143736,2024-06-08,True,0.0,13.197764203839679,2.269958652012875,-0.26731354849212063
nazimali/Mistral-Nemo-Kurdish,12.248,2024-10-14,apache-2.0,🟩 continuously pretrained,19.48223781673813,34.01208792670116,29.855897080399064,9.59214501510574,6.823266219239373,11.77994791666667,24.830082742316783,12.248,19.48223781673813,2024-10-14,True,4.205338809034908,14.991894592455802,3.7822850002898956,0.014490491846982286
nlpguy/Mistral-NeMo-Minitron-Upscale-v1,12.451,2024-09-29,other,🟢 pretrained,10.990222795976974,16.484040124647045,22.06890968577206,1.4350453172205435,4.026845637583895,4.844270833333336,17.082225177304963,12.451,10.990222795976974,2024-09-29,True,3.7125256673511293,15.003307067955815,3.8267213867671486,-0.01853341913025635
nlpguy/Mistral-NeMo-Minitron-Upscale-v2,12.451,2024-09-29,other,🟢 pretrained,8.345444097364796,15.727159492369136,14.382673288078204,1.283987915407855,3.1319910514541416,5.252083333333334,10.2947695035461,12.451,8.345444097364796,2024-09-29,True,3.7125256673511293,15.003307067955815,3.8267213867671486,-0.01853341913025635
nlpguy/Mistral-NeMo-Minitron-Upscale-v3,12.451,2024-10-04,other,🟢 pretrained,5.202259190321894,14.120976786038822,3.3982664477164874,1.1329305135951662,1.230425055928408,9.43046875,1.9004875886524817,12.451,5.202259190321894,2024-10-04,True,3.8767967145790556,15.01431503828156,3.8267213867671486,-0.007525448804510128
nvidia/Hymba-1.5B-Base,1.523,2024-12-06,other,🟢 pretrained,8.035282134433706,22.95121389025563,7.689941118138137,1.3595166163141994,0.7829977628635317,5.179427083333335,10.248596335697398,1.523,8.035282134433706,2024-12-06,True,5.946611909650924,9.4732171424728,-1.8530769351460157,0.13117497729989208
nvidia/Minitron-4B-Base,4.0,2024-09-25,other,🟢 pretrained,11.977737055629914,22.17937295265451,17.215600655061085,1.9637462235649543,2.572706935123044,9.938541666666667,17.99645390070922,4.0,11.977737055629914,2024-09-25,True,3.5811088295687883,11.924970229675985,0.7571909247479144,-0.02733979539085333
nvidia/Minitron-8B-Base,7.22,2024-09-25,other,🟢 pretrained,14.21649076588472,24.24267609941621,22.04079297000523,2.56797583081571,3.1319910514541416,9.085677083333335,24.229831560283685,7.22,14.21649076588472,2024-09-25,True,3.5811088295687883,13.521388743068073,2.3536094381400012,-0.02733979539085333
ontocord/merged_0.2_expert_0.8,3.759,2025-03-10,,🟢 pretrained,4.808386541486368,17.425763640473946,3.2883157460305967,2.643504531722054,1.5659955257270708,2.691145833333332,1.2355939716312052,3.759,4.808386541486368,2025-03-10,True,9.034907597535934,12.12245263019969,0.5892087104568452,0.3381248194239208
ontocord/merged_0.2_expert_0.8-stack_2x,6.512,2025-03-10,,🟢 pretrained,4.697285033470183,17.960345217356615,2.818672035294685,2.492447129909366,1.6778523489932915,2.091145833333335,1.1432476359338055,6.512,4.697285033470183,2025-03-10,True,9.034907597535934,13.607857973178517,2.0746140534356714,0.3381248194239208
ontocord/merged_0.5_expert_0.5,3.759,2025-03-10,,🟢 pretrained,4.592377750754853,17.872910544023192,3.102804970729669,1.9637462235649543,1.9015659955257265,1.5145833333333325,1.198655437352245,3.759,4.592377750754853,2025-03-10,True,9.034907597535934,12.12245263019969,0.5892087104568452,0.3381248194239208
ontocord/ontocord_wide_3b-stage1_shuf_sample1_jsonl-pretrained-autoredteam_helpful-0.25_helpful,3.759,2025-02-27,,🟢 pretrained,4.00101442542838,13.184240038652996,2.34885308225961,1.0574018126888218,2.348993288590602,3.489322916666666,1.5772754137115832,3.759,4.00101442542838,2025-02-27,True,8.673511293634498,12.098235095483048,0.5892087104568452,0.3139072847072792
ontocord/ontocord_wide_7b-stacked-stage1,7.888,2025-02-27,,🟢 pretrained,3.907682384845091,14.845388014911546,1.5650455535749657,0.906344410876133,0.4474272930648763,4.5109375,1.1709515366430252,7.888,3.907682384845091,2025-02-27,True,8.673511293634498,14.101837943343275,2.5928115583170728,0.3139072847072792
ontocord/ontocord_wide_7b-stacked-stage1-instruct,7.888,2025-02-27,,🟢 pretrained,3.6656823104305456,15.302508455342934,1.4889344424638544,0.6797583081570997,0.0,3.22265625,1.300236406619384,7.888,3.6656823104305456,2025-02-27,True,8.673511293634498,14.101837943343275,2.5928115583170728,0.3139072847072792
ontocord/wide_3b-merge_test,3.759,2025-03-06,,🟢 pretrained,3.9416429369423778,17.628115622104904,2.934818240684116,0.0,0.0,2.35,0.7369237588652473,3.759,3.9416429369423778,2025-03-06,True,8.903490759753593,12.113646253939093,0.5892087104568452,0.3293184431633238
ontocord/wide_3b-stage1_shuf_sample1_jsonl-pretrained,3.759,2025-02-27,,🟢 pretrained,4.323686258344847,13.946107439371977,2.582584568793929,1.6616314199395772,2.1252796420581683,4.067708333333334,1.5588061465721037,3.759,4.323686258344847,2025-02-27,True,8.673511293634498,12.098235095483048,0.5892087104568452,0.3139072847072792
ontocord/wide_3b_sft_stag1.2-lyrical_law_news_software_howto_formattedtext_math_wiki-merge,3.759,2025-03-06,,🟢 pretrained,4.866410642270219,16.636413604790846,3.1835355510761367,1.1329305135951662,1.342281879194629,5.667708333333334,1.2355939716312052,3.759,4.866410642270219,2025-03-06,True,8.903490759753593,12.113646253939093,0.5892087104568452,0.3293184431633238
ontocord/wide_3b_sft_stag1.2-lyrical_news_software_howto_formattedtext-merge,3.759,2025-03-06,,🟢 pretrained,4.700634702140898,16.973629968483625,2.551802473439225,1.3595166163141994,1.342281879194629,4.593229166666666,1.383348108747044,3.759,4.700634702140898,2025-03-06,True,8.903490759753593,12.113646253939093,0.5892087104568452,0.3293184431633238
ontocord/wide_3b_sft_stage1.1-ss1-no_redteam_skg_poem.no_issue,3.759,2025-03-06,,🟢 pretrained,4.6361259036379225,14.800396281865453,3.3516775197492783,2.0392749244712998,2.684563758389265,3.7421875,1.198655437352245,3.759,4.6361259036379225,2025-03-06,True,8.903490759753593,12.113646253939093,0.5892087104568452,0.3293184431633238
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr.no_issue,3.759,2025-03-06,,🟢 pretrained,4.124470876297795,12.367407368005782,3.3670533974072723,1.0574018126888218,3.243847874720355,3.475520833333334,1.2355939716312052,3.759,4.124470876297795,2025-03-06,True,8.903490759753593,12.113646253939093,0.5892087104568452,0.3293184431633238
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math.no_issue,3.759,2025-03-06,,🟢 pretrained,3.633703566106593,11.91527369601546,2.2297571883124263,0.6797583081570997,1.9015659955257265,3.0460937500000003,2.0297724586288406,3.759,3.633703566106593,2025-03-06,True,8.903490759753593,12.113646253939093,0.5892087104568452,0.3293184431633238
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories.no_issue,3.759,2025-03-02,,🟢 pretrained,3.8641325845274888,11.283283908917229,4.415068812630222,1.1329305135951662,2.460850111856831,2.45390625,1.4387559101654843,3.759,3.8641325845274888,2025-03-02,True,8.772073921971252,12.104839877678495,0.5892087104568452,0.3205120669027268
