model,date_utc,year,task,score,metric,params_b_c1,c1_model_match
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.01,2024-07-22 10:12:57.033169508+00:00,2024,GPQA,31.04026845637584,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.01,2024-07-22 10:12:57.033169508+00:00,2024,BBH,50.18226002430134,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.01,2024-07-22 10:12:57.033169508+00:00,2024,MMLU-Pro,37.624667553191486,"acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.01,2024-07-26 05:01:23.456915855+00:00,2024,MuSR,49.074074074074076,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.01,2024-07-26 05:01:23.456915855+00:00,2024,IFEval,27.35674676524954,"prompt_level_strict_acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.01,2024-07-26 05:01:23.456915855+00:00,2024,MATH-Hard,1.0574018126888218,"exact_match,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.01,2024-07-26 05:01:23.456915855+00:00,2024,GPQA,29.697986577181208,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.01,2024-07-26 05:01:23.456915855+00:00,2024,BBH,49.54001041485853,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.01,2024-07-26 05:01:23.456915855+00:00,2024,MMLU-Pro,35.31416223404255,"acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.1,2024-07-25 16:52:01.562890768+00:00,2024,MuSR,43.51851851851852,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.1,2024-07-25 16:52:01.562890768+00:00,2024,IFEval,33.271719038817004,"prompt_level_strict_acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.1,2024-07-25 16:52:01.562890768+00:00,2024,MATH-Hard,6.873111782477341,"exact_match,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.1,2024-07-25 16:52:01.562890768+00:00,2024,GPQA,29.53020134228188,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.1,2024-07-25 16:52:01.562890768+00:00,2024,BBH,51.1543134872418,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.1,2024-07-25 16:52:01.562890768+00:00,2024,MMLU-Pro,36.6938164893617,"acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.01,2024-07-25 21:15:03.029714346+00:00,2024,MuSR,49.86772486772487,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.01,2024-07-25 21:15:03.029714346+00:00,2024,IFEval,21.626617375231053,"prompt_level_strict_acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.01,2024-07-25 21:15:03.029714346+00:00,2024,MATH-Hard,0.5287009063444109,"exact_match,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.01,2024-07-25 21:15:03.029714346+00:00,2024,GPQA,29.949664429530205,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.01,2024-07-25 21:15:03.029714346+00:00,2024,BBH,49.366429439333444,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.01,2024-07-25 21:15:03.029714346+00:00,2024,MMLU-Pro,34.89860372340425,"acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.01,2024-07-25 20:34:42.108930588+00:00,2024,MuSR,49.735449735449734,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.01,2024-07-25 20:34:42.108930588+00:00,2024,IFEval,21.811460258780038,"prompt_level_strict_acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.01,2024-07-25 20:34:42.108930588+00:00,2024,MATH-Hard,0.0,"exact_match,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.01,2024-07-25 20:34:42.108930588+00:00,2024,GPQA,30.033557046979865,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.01,2024-07-25 20:34:42.108930588+00:00,2024,BBH,48.88040270786322,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.01,2024-07-25 20:34:42.108930588+00:00,2024,MMLU-Pro,34.54122340425532,"acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.1,2024-07-22 10:40:49.572803259+00:00,2024,MuSR,43.12169312169312,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.1,2024-07-22 10:40:49.572803259+00:00,2024,IFEval,34.56561922365989,"prompt_level_strict_acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.1,2024-07-22 10:40:49.572803259+00:00,2024,MATH-Hard,6.948640483383686,"exact_match,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.1,2024-07-22 10:40:49.572803259+00:00,2024,GPQA,29.697986577181208,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.1,2024-07-22 10:40:49.572803259+00:00,2024,BBH,51.20638777989932,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.1,2024-07-22 10:40:49.572803259+00:00,2024,MMLU-Pro,36.24501329787234,"acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_linear,2024-07-26 05:17:01.034713268+00:00,2024,MuSR,40.87301587301587,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_linear,2024-07-26 05:17:01.034713268+00:00,2024,IFEval,36.04436229205176,"prompt_level_strict_acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_linear,2024-07-26 05:17:01.034713268+00:00,2024,MATH-Hard,9.06344410876133,"exact_match,none",8.03,True
johnsutor/Llama-3-8B-Instruct_linear,2024-07-26 05:17:01.034713268+00:00,2024,GPQA,29.53020134228188,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_linear,2024-07-26 05:17:01.034713268+00:00,2024,BBH,50.19961812185384,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_linear,2024-07-26 05:17:01.034713268+00:00,2024,MMLU-Pro,37.117686170212764,"acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_ties-density-0.1,2024-07-26 03:32:28.876781940+00:00,2024,MuSR,41.66666666666667,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_ties-density-0.1,2024-07-26 03:32:28.876781940+00:00,2024,IFEval,33.64140480591497,"prompt_level_strict_acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_ties-density-0.1,2024-07-26 03:32:28.876781940+00:00,2024,MATH-Hard,7.099697885196375,"exact_match,none",8.03,True
johnsutor/Llama-3-8B-Instruct_ties-density-0.1,2024-07-26 03:32:28.876781940+00:00,2024,GPQA,28.859060402684566,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_ties-density-0.1,2024-07-26 03:32:28.876781940+00:00,2024,BBH,49.99132095122374,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_ties-density-0.1,2024-07-26 03:32:28.876781940+00:00,2024,MMLU-Pro,36.003989361702125,"acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_ties-density-0.7,2024-07-26 03:06:15.038662195+00:00,2024,MuSR,38.75661375661375,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_ties-density-0.7,2024-07-26 03:06:15.038662195+00:00,2024,IFEval,29.02033271719039,"prompt_level_strict_acc,none",8.03,True
johnsutor/Llama-3-8B-Instruct_ties-density-0.7,2024-07-26 03:06:15.038662195+00:00,2024,MATH-Hard,5.740181268882175,"exact_match,none",8.03,True
johnsutor/Llama-3-8B-Instruct_ties-density-0.7,2024-07-26 03:06:15.038662195+00:00,2024,GPQA,30.956375838926174,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_ties-density-0.7,2024-07-26 03:06:15.038662195+00:00,2024,BBH,47.09251865995487,"acc_norm,none",8.03,True
johnsutor/Llama-3-8B-Instruct_ties-density-0.7,2024-07-26 03:06:15.038662195+00:00,2024,MMLU-Pro,31.524268617021278,"acc,none",8.03,True
Joseph717171/Hermes-3-Llama-3.1-8B_TIES_with_Base_Embeds_Initialized_to_Special_Instruct_Toks_dtypeF32,2024-10-29 04:59:57.731185436+00:00,2024,MuSR,43.65079365079365,"acc_norm,none",8.03,True
Joseph717171/Hermes-3-Llama-3.1-8B_TIES_with_Base_Embeds_Initialized_to_Special_Instruct_Toks_dtypeF32,2024-10-29 04:59:57.731185436+00:00,2024,IFEval,56.56192236598891,"prompt_level_strict_acc,none",8.03,True
Joseph717171/Hermes-3-Llama-3.1-8B_TIES_with_Base_Embeds_Initialized_to_Special_Instruct_Toks_dtypeF32,2024-10-29 04:59:57.731185436+00:00,2024,MATH-Hard,5.13595166163142,"exact_match,none",8.03,True
Joseph717171/Hermes-3-Llama-3.1-8B_TIES_with_Base_Embeds_Initialized_to_Special_Instruct_Toks_dtypeF32,2024-10-29 04:59:57.731185436+00:00,2024,GPQA,28.27181208053691,"acc_norm,none",8.03,True
Joseph717171/Hermes-3-Llama-3.1-8B_TIES_with_Base_Embeds_Initialized_to_Special_Instruct_Toks_dtypeF32,2024-10-29 04:59:57.731185436+00:00,2024,BBH,51.64034021871203,"acc_norm,none",8.03,True
Joseph717171/Hermes-3-Llama-3.1-8B_TIES_with_Base_Embeds_Initialized_to_Special_Instruct_Toks_dtypeF32,2024-10-29 04:59:57.731185436+00:00,2024,MMLU-Pro,31.441156914893615,"acc,none",8.03,True
Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,2024-10-03 03:05:38.032412767+00:00,2024,MuSR,41.00529100529101,"acc_norm,none",8.03,True
Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,2024-10-03 03:05:38.032412767+00:00,2024,IFEval,77.63401109057301,"prompt_level_strict_acc,none",8.03,True
Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,2024-10-03 03:05:38.032412767+00:00,2024,MATH-Hard,15.55891238670695,"exact_match,none",8.03,True
Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,2024-10-03 03:05:38.032412767+00:00,2024,GPQA,30.956375838926174,"acc_norm,none",8.03,True
Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,2024-10-03 03:05:38.032412767+00:00,2024,BBH,51.10223919458428,"acc_norm,none",8.03,True
Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,2024-10-03 03:05:38.032412767+00:00,2024,MMLU-Pro,38.80485372340425,"acc,none",8.03,True
Josephgflowers/Cinder-Phi-2-V1-F16-gguf,2024-07-23 12:17:46.811112881+00:00,2024,MuSR,34.25925925925926,"acc_norm,none",2.78,True
Josephgflowers/Cinder-Phi-2-V1-F16-gguf,2024-07-23 12:17:46.811112881+00:00,2024,IFEval,18.11460258780037,"prompt_level_strict_acc,none",2.78,True
Josephgflowers/Cinder-Phi-2-V1-F16-gguf,2024-07-23 12:17:46.811112881+00:00,2024,MATH-Hard,0.0,"exact_match,none",2.78,True
Josephgflowers/Cinder-Phi-2-V1-F16-gguf,2024-07-23 12:17:46.811112881+00:00,2024,GPQA,28.187919463087248,"acc_norm,none",2.78,True
Josephgflowers/Cinder-Phi-2-V1-F16-gguf,2024-07-23 12:17:46.811112881+00:00,2024,BBH,43.72504773476827,"acc_norm,none",2.78,True
Josephgflowers/Cinder-Phi-2-V1-F16-gguf,2024-07-23 12:17:46.811112881+00:00,2024,MMLU-Pro,21.60904255319149,"acc,none",2.78,True
Josephgflowers/Differential-Attention-Liquid-Metal-Tinyllama,2024-11-07 13:19:08.261415004+00:00,2024,MuSR,33.46560846560847,"acc_norm,none",1.1,True
Josephgflowers/Differential-Attention-Liquid-Metal-Tinyllama,2024-11-07 13:19:08.261415004+00:00,2024,IFEval,17.56007393715342,"prompt_level_strict_acc,none",1.1,True
Josephgflowers/Differential-Attention-Liquid-Metal-Tinyllama,2024-11-07 13:19:08.261415004+00:00,2024,MATH-Hard,0.0,"exact_match,none",1.1,True
Josephgflowers/Differential-Attention-Liquid-Metal-Tinyllama,2024-11-07 13:19:08.261415004+00:00,2024,GPQA,25.083892617449667,"acc_norm,none",1.1,True
Josephgflowers/Differential-Attention-Liquid-Metal-Tinyllama,2024-11-07 13:19:08.261415004+00:00,2024,BBH,28.918590522478738,"acc_norm,none",1.1,True
Josephgflowers/Differential-Attention-Liquid-Metal-Tinyllama,2024-11-07 13:19:08.261415004+00:00,2024,MMLU-Pro,12.142619680851062,"acc,none",1.1,True
Josephgflowers/TinyLlama-Cinder-Agent-v1,2024-07-18 10:51:20.125724076+00:00,2024,MuSR,33.86243386243386,"acc_norm,none",1.1,True
Josephgflowers/TinyLlama-Cinder-Agent-v1,2024-07-18 10:51:20.125724076+00:00,2024,IFEval,21.256931608133087,"prompt_level_strict_acc,none",1.1,True
Josephgflowers/TinyLlama-Cinder-Agent-v1,2024-07-18 10:51:20.125724076+00:00,2024,MATH-Hard,0.3776435045317221,"exact_match,none",1.1,True
Josephgflowers/TinyLlama-Cinder-Agent-v1,2024-07-18 10:51:20.125724076+00:00,2024,GPQA,24.41275167785235,"acc_norm,none",1.1,True
Josephgflowers/TinyLlama-Cinder-Agent-v1,2024-07-18 10:51:20.125724076+00:00,2024,BBH,30.932129838569693,"acc_norm,none",1.1,True
Josephgflowers/TinyLlama-Cinder-Agent-v1,2024-07-18 10:51:20.125724076+00:00,2024,MMLU-Pro,11.610704787234043,"acc,none",1.1,True
Josephgflowers/Tinyllama-STEM-Cinder-Agent-v1,2024-11-27 19:01:16.684677839+00:00,2024,MuSR,33.33333333333333,"acc_norm,none",1.1,True
Josephgflowers/Tinyllama-STEM-Cinder-Agent-v1,2024-11-27 19:01:16.684677839+00:00,2024,IFEval,15.89648798521257,"prompt_level_strict_acc,none",1.1,True
Josephgflowers/Tinyllama-STEM-Cinder-Agent-v1,2024-11-27 19:01:16.684677839+00:00,2024,MATH-Hard,0.0755287009063444,"exact_match,none",1.1,True
Josephgflowers/Tinyllama-STEM-Cinder-Agent-v1,2024-11-27 19:01:16.684677839+00:00,2024,GPQA,23.48993288590604,"acc_norm,none",1.1,True
Josephgflowers/Tinyllama-STEM-Cinder-Agent-v1,2024-11-27 19:01:16.684677839+00:00,2024,BBH,30.498177399756987,"acc_norm,none",1.1,True
Josephgflowers/Tinyllama-STEM-Cinder-Agent-v1,2024-11-27 19:01:16.684677839+00:00,2024,MMLU-Pro,10.862699468085106,"acc,none",1.1,True
Josephgflowers/TinyLlama-v1.1-Cinders-World,2024-10-15 04:23:48.483257771+00:00,2024,MuSR,33.46560846560847,"acc_norm,none",1.1,True
Josephgflowers/TinyLlama-v1.1-Cinders-World,2024-10-15 04:23:48.483257771+00:00,2024,IFEval,19.408502772643253,"prompt_level_strict_acc,none",1.1,True
Josephgflowers/TinyLlama-v1.1-Cinders-World,2024-10-15 04:23:48.483257771+00:00,2024,MATH-Hard,0.0755287009063444,"exact_match,none",1.1,True
Josephgflowers/TinyLlama-v1.1-Cinders-World,2024-10-15 04:23:48.483257771+00:00,2024,GPQA,24.41275167785235,"acc_norm,none",1.1,True
Josephgflowers/TinyLlama-v1.1-Cinders-World,2024-10-15 04:23:48.483257771+00:00,2024,BBH,29.647630619684083,"acc_norm,none",1.1,True
Josephgflowers/TinyLlama-v1.1-Cinders-World,2024-10-15 04:23:48.483257771+00:00,2024,MMLU-Pro,11.98470744680851,"acc,none",1.1,True
Josephgflowers/TinyLlama_v1.1_math_code-world-test-1,2024-09-14 01:45:40.134803534+00:00,2024,MuSR,34.92063492063492,"acc_norm,none",1.1,True
Josephgflowers/TinyLlama_v1.1_math_code-world-test-1,2024-09-14 01:45:40.134803534+00:00,2024,IFEval,0.36968576709796674,"prompt_level_strict_acc,none",1.1,True
Josephgflowers/TinyLlama_v1.1_math_code-world-test-1,2024-09-14 01:45:40.134803534+00:00,2024,MATH-Hard,0.906344410876133,"exact_match,none",1.1,True
Josephgflowers/TinyLlama_v1.1_math_code-world-test-1,2024-09-14 01:45:40.134803534+00:00,2024,GPQA,23.406040268456376,"acc_norm,none",1.1,True
Josephgflowers/TinyLlama_v1.1_math_code-world-test-1,2024-09-14 01:45:40.134803534+00:00,2024,BBH,31.209859399409822,"acc_norm,none",1.1,True
Josephgflowers/TinyLlama_v1.1_math_code-world-test-1,2024-09-14 01:45:40.134803534+00:00,2024,MMLU-Pro,11.319813829787234,"acc,none",1.1,True
JungZoona/T3Q-Qwen2.5-14B-Instruct-1M-e3,2025-03-13 10:23:55.402059555+00:00,2025,MuSR,58.994708994709,"acc_norm,none",0.0,True
JungZoona/T3Q-Qwen2.5-14B-Instruct-1M-e3,2025-03-13 10:23:55.402059555+00:00,2025,IFEval,69.50092421441775,"prompt_level_strict_acc,none",0.0,True
JungZoona/T3Q-Qwen2.5-14B-Instruct-1M-e3,2025-03-13 10:23:55.402059555+00:00,2025,MATH-Hard,28.625377643504528,"exact_match,none",0.0,True
JungZoona/T3Q-Qwen2.5-14B-Instruct-1M-e3,2025-03-13 10:23:55.402059555+00:00,2025,GPQA,41.69463087248322,"acc_norm,none",0.0,True
JungZoona/T3Q-Qwen2.5-14B-Instruct-1M-e3,2025-03-13 10:23:55.402059555+00:00,2025,BBH,75.76809581669849,"acc_norm,none",0.0,True
JungZoona/T3Q-Qwen2.5-14B-Instruct-1M-e3,2025-03-13 10:23:55.402059555+00:00,2025,MMLU-Pro,58.84308510638297,"acc,none",0.0,True
JungZoona/T3Q-qwen2.5-14b-v1.0-e3,2025-03-13 17:52:11.480945826+00:00,2025,MuSR,58.994708994709,"acc_norm,none",14.77,True
JungZoona/T3Q-qwen2.5-14b-v1.0-e3,2025-03-13 17:52:11.480945826+00:00,2025,IFEval,69.50092421441775,"prompt_level_strict_acc,none",14.77,True
JungZoona/T3Q-qwen2.5-14b-v1.0-e3,2025-03-13 17:52:11.480945826+00:00,2025,MATH-Hard,28.625377643504528,"exact_match,none",14.77,True
JungZoona/T3Q-qwen2.5-14b-v1.0-e3,2025-03-13 17:52:11.480945826+00:00,2025,GPQA,41.69463087248322,"acc_norm,none",14.77,True
JungZoona/T3Q-qwen2.5-14b-v1.0-e3,2025-03-13 17:52:11.480945826+00:00,2025,BBH,75.76809581669849,"acc_norm,none",14.77,True
JungZoona/T3Q-qwen2.5-14b-v1.0-e3,2025-03-13 17:52:11.480945826+00:00,2025,MMLU-Pro,58.84308510638297,"acc,none",14.77,True
Junhoee/Qwen-Megumin,2024-11-26 08:56:24.907262325+00:00,2024,MuSR,39.682539682539684,"acc_norm,none",15.231,True
Junhoee/Qwen-Megumin,2024-11-26 08:56:24.907262325+00:00,2024,IFEval,67.28280961182995,"prompt_level_strict_acc,none",15.231,True
Junhoee/Qwen-Megumin,2024-11-26 08:56:24.907262325+00:00,2024,MATH-Hard,0.0,"exact_match,none",15.231,True
Junhoee/Qwen-Megumin,2024-11-26 08:56:24.907262325+00:00,2024,GPQA,29.61409395973154,"acc_norm,none",15.231,True
Junhoee/Qwen-Megumin,2024-11-26 08:56:24.907262325+00:00,2024,BBH,52.59503558409998,"acc_norm,none",15.231,True
Junhoee/Qwen-Megumin,2024-11-26 08:56:24.907262325+00:00,2024,MMLU-Pro,41.98803191489361,"acc,none",15.231,True
kayfour/T3Q-Qwen2.5-7B-it-KOR-Safe,2025-02-24 22:45:44.648023605+00:00,2025,MuSR,42.72486772486773,"acc_norm,none",7.616,True
kayfour/T3Q-Qwen2.5-7B-it-KOR-Safe,2025-02-24 22:45:44.648023605+00:00,2025,IFEval,55.08317929759704,"prompt_level_strict_acc,none",7.616,True
kayfour/T3Q-Qwen2.5-7B-it-KOR-Safe,2025-02-24 22:45:44.648023605+00:00,2025,MATH-Hard,37.61329305135951,"exact_match,none",7.616,True
kayfour/T3Q-Qwen2.5-7B-it-KOR-Safe,2025-02-24 22:45:44.648023605+00:00,2025,GPQA,32.13087248322148,"acc_norm,none",7.616,True
kayfour/T3Q-Qwen2.5-7B-it-KOR-Safe,2025-02-24 22:45:44.648023605+00:00,2025,BBH,55.268182607186255,"acc_norm,none",7.616,True
kayfour/T3Q-Qwen2.5-7B-it-KOR-Safe,2025-02-24 22:45:44.648023605+00:00,2025,MMLU-Pro,44.63929521276596,"acc,none",7.616,True
keeeeenw/MicroLlama,2024-09-16 04:05:13.707724810+00:00,2024,MuSR,36.904761904761905,"acc_norm,none",0.305,True
keeeeenw/MicroLlama,2024-09-16 04:05:13.707724810+00:00,2024,IFEval,14.048059149722736,"prompt_level_strict_acc,none",0.305,True
keeeeenw/MicroLlama,2024-09-16 04:05:13.707724810+00:00,2024,MATH-Hard,0.0,"exact_match,none",0.305,True
keeeeenw/MicroLlama,2024-09-16 04:05:13.707724810+00:00,2024,GPQA,26.090604026845636,"acc_norm,none",0.305,True
keeeeenw/MicroLlama,2024-09-16 04:05:13.707724810+00:00,2024,BBH,29.838569692761673,"acc_norm,none",0.305,True
keeeeenw/MicroLlama,2024-09-16 04:05:13.707724810+00:00,2024,MMLU-Pro,11.377992021276597,"acc,none",0.305,True
kevin009/llamaRAGdrama,2024-08-13 01:16:13.211318970+00:00,2024,MuSR,43.12169312169312,"acc_norm,none",7.242,True
kevin009/llamaRAGdrama,2024-08-13 01:16:13.211318970+00:00,2024,IFEval,19.593345656192238,"prompt_level_strict_acc,none",7.242,True
kevin009/llamaRAGdrama,2024-08-13 01:16:13.211318970+00:00,2024,MATH-Hard,3.3987915407854987,"exact_match,none",7.242,True
kevin009/llamaRAGdrama,2024-08-13 01:16:13.211318970+00:00,2024,GPQA,26.426174496644293,"acc_norm,none",7.242,True
kevin009/llamaRAGdrama,2024-08-13 01:16:13.211318970+00:00,2024,BBH,39.80211768790141,"acc_norm,none",7.242,True
kevin009/llamaRAGdrama,2024-08-13 01:16:13.211318970+00:00,2024,MMLU-Pro,27.235704787234045,"acc,none",7.242,True
Khetterman/DarkAtom-12B-v3,2024-12-10 21:27:12.169825792+00:00,2024,MuSR,44.576719576719576,"acc_norm,none",12.248,True
Khetterman/DarkAtom-12B-v3,2024-12-10 21:27:12.169825792+00:00,2024,IFEval,56.56192236598891,"prompt_level_strict_acc,none",12.248,True
Khetterman/DarkAtom-12B-v3,2024-12-10 21:27:12.169825792+00:00,2024,MATH-Hard,9.894259818731117,"exact_match,none",12.248,True
Khetterman/DarkAtom-12B-v3,2024-12-10 21:27:12.169825792+00:00,2024,GPQA,29.78187919463087,"acc_norm,none",12.248,True
Khetterman/DarkAtom-12B-v3,2024-12-10 21:27:12.169825792+00:00,2024,BBH,51.20638777989932,"acc_norm,none",12.248,True
Khetterman/DarkAtom-12B-v3,2024-12-10 21:27:12.169825792+00:00,2024,MMLU-Pro,35.46376329787234,"acc,none",12.248,True
Khetterman/Kosmos-8B-v1,2024-12-27 11:43:59.718677521+00:00,2024,MuSR,39.15343915343915,"acc_norm,none",8.03,True
Khetterman/Kosmos-8B-v1,2024-12-27 11:43:59.718677521+00:00,2024,IFEval,34.380776340110906,"prompt_level_strict_acc,none",8.03,True
Khetterman/Kosmos-8B-v1,2024-12-27 11:43:59.718677521+00:00,2024,MATH-Hard,9.969788519637463,"exact_match,none",8.03,True
Khetterman/Kosmos-8B-v1,2024-12-27 11:43:59.718677521+00:00,2024,GPQA,29.86577181208054,"acc_norm,none",8.03,True
Khetterman/Kosmos-8B-v1,2024-12-27 11:43:59.718677521+00:00,2024,BBH,52.16108314528728,"acc_norm,none",8.03,True
Khetterman/Kosmos-8B-v1,2024-12-27 11:43:59.718677521+00:00,2024,MMLU-Pro,36.6938164893617,"acc,none",8.03,True
khoantap/llama-3-8b-stock-merge,2025-01-21 20:13:09.689759970+00:00,2025,MuSR,39.41798941798942,"acc_norm,none",8.03,True
khoantap/llama-3-8b-stock-merge,2025-01-21 20:13:09.689759970+00:00,2025,IFEval,40.48059149722736,"prompt_level_strict_acc,none",8.03,True
khoantap/llama-3-8b-stock-merge,2025-01-21 20:13:09.689759970+00:00,2025,MATH-Hard,16.012084592145015,"exact_match,none",8.03,True
khoantap/llama-3-8b-stock-merge,2025-01-21 20:13:09.689759970+00:00,2025,GPQA,31.79530201342282,"acc_norm,none",8.03,True
khoantap/llama-3-8b-stock-merge,2025-01-21 20:13:09.689759970+00:00,2025,BBH,51.55354973094949,"acc_norm,none",8.03,True
khoantap/llama-3-8b-stock-merge,2025-01-21 20:13:09.689759970+00:00,2025,MMLU-Pro,37.99867021276596,"acc,none",8.03,True
khoantap/llama-linear-0.5-0.5-1-merge,2025-01-21 15:52:55.528364658+00:00,2025,MuSR,41.4021164021164,"acc_norm,none",8.03,True
khoantap/llama-linear-0.5-0.5-1-merge,2025-01-21 15:52:55.528364658+00:00,2025,IFEval,40.85027726432532,"prompt_level_strict_acc,none",8.03,True
khoantap/llama-linear-0.5-0.5-1-merge,2025-01-21 15:52:55.528364658+00:00,2025,MATH-Hard,20.166163141993955,"exact_match,none",8.03,True
khoantap/llama-linear-0.5-0.5-1-merge,2025-01-21 15:52:55.528364658+00:00,2025,GPQA,30.70469798657718,"acc_norm,none",8.03,True
khoantap/llama-linear-0.5-0.5-1-merge,2025-01-21 15:52:55.528364658+00:00,2025,BBH,56.41381704565179,"acc_norm,none",8.03,True
khoantap/llama-linear-0.5-0.5-1-merge,2025-01-21 15:52:55.528364658+00:00,2025,MMLU-Pro,38.3311170212766,"acc,none",8.03,True
khoantap/llama-linear-0.5-1-0.5-merge,2025-01-21 16:25:53.546256781+00:00,2025,MuSR,41.66666666666667,"acc_norm,none",8.03,True
khoantap/llama-linear-0.5-1-0.5-merge,2025-01-21 16:25:53.546256781+00:00,2025,IFEval,43.438077634011094,"prompt_level_strict_acc,none",8.03,True
khoantap/llama-linear-0.5-1-0.5-merge,2025-01-21 16:25:53.546256781+00:00,2025,MATH-Hard,14.72809667673716,"exact_match,none",8.03,True
khoantap/llama-linear-0.5-1-0.5-merge,2025-01-21 16:25:53.546256781+00:00,2025,GPQA,29.36241610738255,"acc_norm,none",8.03,True
khoantap/llama-linear-0.5-1-0.5-merge,2025-01-21 16:25:53.546256781+00:00,2025,BBH,59.52091650755077,"acc_norm,none",8.03,True
khoantap/llama-linear-0.5-1-0.5-merge,2025-01-21 16:25:53.546256781+00:00,2025,MMLU-Pro,36.90159574468085,"acc,none",8.03,True
khoantap/llama-slerp-merge,2025-01-21 16:26:52.727463007+00:00,2025,MuSR,40.476190476190474,"acc_norm,none",8.03,True
